Kurzbezeichnung;Langbezeichnung;Timestamp;NUTS1;NUTS2;NUTS3;Typ;Landeswahlkreis;Wahlkreis;Bezirk;DistrictCode;Sprengelnummer;Stimmtyp;ErfassungseinheitTyp;Wahlberechtigte;Abgegebene Stimmen;Ungültige Stimmen;Österreichische Volkspartei;Sozialdemokratische Partei Österreichs;Freiheitliche Partei Österreichs (FPÖ) - Die Freiheitlichen;Die Grünen - Die Grüne Alternative;NEOS - Das Neue Europa;DNA - Demokratisch - Neutral - Authentisch;Kommunistische Partei Österreichs - KPÖ Plus;Status;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;37;Parteistimmen;;531;255;4;31;71;52;47;27;12;11;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;38;Parteistimmen;;757;398;4;87;97;68;60;60;8;14;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;39;Parteistimmen;;943;489;2;67;183;104;60;47;6;20;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;40;Parteistimmen;;1006;556;4;96;164;100;95;56;14;27;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;41;Parteistimmen;;741;371;5;40;130;88;47;33;12;16;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;42;Parteistimmen;;432;234;0;30;63;29;65;32;5;10;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;43;Parteistimmen;;607;361;4;35;108;54;87;58;3;12;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;44;Parteistimmen;;805;436;3;60;119;85;84;71;1;13;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;45;Parteistimmen;;788;320;5;46;98;84;31;30;8;18;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;46;Parteistimmen;;668;377;1;57;129;77;42;46;11;14;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;47;Parteistimmen;;727;277;4;39;97;83;27;14;2;11;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;48;Parteistimmen;;864;468;9;65;131;79;93;62;11;18;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;49;Parteistimmen;;515;327;5;60;98;59;34;56;7;8;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;50;Parteistimmen;;823;514;4;95;112;97;78;94;18;16;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;51;Parteistimmen;;703;451;7;102;98;82;59;94;5;4;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;52;Parteistimmen;;1016;680;7;145;145;88;140;126;8;21;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;53;Parteistimmen;;1126;690;11;106;198;118;135;91;12;19;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;54;Parteistimmen;;1084;677;12;99;161;85;165;104;20;31;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;55;Parteistimmen;;1051;667;2;141;167;95;128;94;18;22;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;56;Parteistimmen;;1127;678;10;120;174;115;132;83;17;27;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;57;Parteistimmen;;714;362;1;34;103;38;116;35;6;29;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;58;Parteistimmen;;575;237;4;22;82;30;47;25;5;22;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;59;Parteistimmen;;747;367;3;46;109;33;95;45;9;27;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;60;Parteistimmen;;650;246;2;21;76;41;60;27;3;16;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;61;Parteistimmen;;953;628;12;143;119;87;108;134;12;13;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;62;Parteistimmen;;875;599;7;125;133;97;107;97;15;18;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;63;Parteistimmen;;658;417;0;58;108;81;96;58;5;11;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;64;Parteistimmen;;837;480;5;93;133;102;63;49;14;21;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;65;Parteistimmen;;794;527;6;121;136;62;76;99;7;20;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;66;Parteistimmen;;740;352;6;49;97;57;69;45;10;19;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;67;Parteistimmen;;669;339;3;27;107;58;84;38;1;21;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;68;Parteistimmen;;871;352;2;32;104;69;70;30;13;32;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;69;Parteistimmen;;140;101;0;4;36;9;27;17;4;4;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;70;Parteistimmen;;112;0;0;0;0;0;0;0;0;0;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;71;Parteistimmen;;887;486;3;68;136;65;124;54;11;25;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;72;Parteistimmen;;1005;547;5;27;204;59;133;86;6;27;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;73;Parteistimmen;;866;477;4;74;146;68;93;50;10;32;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;74;Parteistimmen;;854;455;3;55;161;88;55;60;9;24;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;75;Parteistimmen;;649;380;6;67;112;51;74;46;11;13;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;76;Parteistimmen;;775;473;7;115;110;69;67;74;11;20;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;77;Parteistimmen;;763;461;2;96;101;63;86;88;14;11;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;1;Parteistimmen;;898;301;4;25;117;86;23;16;6;24;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;2;Parteistimmen;;681;295;3;24;111;55;53;31;5;13;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;3;Parteistimmen;;932;529;7;54;193;85;89;57;7;37;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;4;Parteistimmen;;759;304;7;26;131;64;34;20;5;17;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;5;Parteistimmen;;714;224;4;25;73;61;26;18;4;13;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;6;Parteistimmen;;842;435;5;56;143;70;93;40;4;24;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;7;Parteistimmen;;640;345;4;44;105;51;79;26;8;28;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;8;Parteistimmen;;765;396;8;36;119;50;102;27;11;43;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;9;Parteistimmen;;676;328;8;28;101;51;80;20;7;33;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;10;Parteistimmen;;807;315;6;23;100;54;68;42;6;16;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;11;Parteistimmen;;819;424;5;38;134;51;111;52;4;29;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;12;Parteistimmen;;757;410;3;17;121;39;135;49;8;38;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;13;Parteistimmen;;939;545;6;67;159;60;155;56;7;35;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;14;Parteistimmen;;675;371;1;18;103;32;138;40;5;34;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;15;Parteistimmen;;683;356;2;33;110;39;105;34;2;31;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;16;Parteistimmen;;646;308;2;26;93;46;85;28;2;26;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;17;Parteistimmen;;713;290;7;22;98;45;45;29;10;34;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;18;Parteistimmen;;556;247;3;17;66;20;84;25;4;28;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;19;Parteistimmen;;523;245;2;28;73;37;52;26;5;22;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;20;Parteistimmen;;723;358;2;12;109;29;130;39;6;31;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;21;Parteistimmen;;824;442;6;42;146;56;116;44;3;29;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;22;Parteistimmen;;729;299;3;27;103;60;66;17;5;18;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;23;Parteistimmen;;847;282;0;20;108;62;53;15;5;19;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;24;Parteistimmen;;808;335;3;32;112;59;71;29;8;21;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;25;Parteistimmen;;879;409;2;50;138;48;93;33;12;33;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;26;Parteistimmen;;700;299;4;28;109;43;60;31;5;19;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;27;Parteistimmen;;754;389;5;46;101;35;118;56;6;22;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;28;Parteistimmen;;918;458;3;49;145;68;105;43;7;38;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;29;Parteistimmen;;646;278;2;27;82;47;67;29;3;21;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;30;Parteistimmen;;640;270;1;35;78;45;62;25;5;19;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;31;Parteistimmen;;704;304;5;23;97;44;72;32;2;29;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;32;Parteistimmen;;1045;581;6;46;170;61;179;73;11;35;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;33;Parteistimmen;;731;383;6;37;112;46;111;41;6;24;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;34;Parteistimmen;;763;416;3;40;123;42;126;43;10;29;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;35;Parteistimmen;;826;450;8;33;139;39;138;47;6;40;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;36;Parteistimmen;;751;362;1;26;109;58;94;39;4;31;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;37;Parteistimmen;;709;367;3;36;92;37;126;39;3;31;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;38;Parteistimmen;;761;369;1;37;103;46;98;42;4;38;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;39;Parteistimmen;;484;243;1;28;79;42;52;25;5;11;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;40;Parteistimmen;;224;74;6;14;38;9;2;3;0;2;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;41;Parteistimmen;;797;385;4;41;134;54;90;33;5;24;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;42;Parteistimmen;;684;369;3;42;109;37;87;52;7;32;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;43;Parteistimmen;;812;360;1;27;150;60;66;26;4;26;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;44;Parteistimmen;;858;377;5;42;149;60;72;24;4;21;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;45;Parteistimmen;;795;374;2;41;107;63;83;52;12;14;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;46;Parteistimmen;;689;300;4;20;110;43;62;36;4;21;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;47;Parteistimmen;;915;346;4;27;105;70;83;25;6;26;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;48;Parteistimmen;;799;391;1;34;112;75;88;48;6;27;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;49;Parteistimmen;;929;397;2;24;132;59;113;43;3;21;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;50;Parteistimmen;;703;312;4;35;90;54;82;25;3;19;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;51;Parteistimmen;;245;80;0;21;41;6;3;8;0;1;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;1;Parteistimmen;;523;222;1;17;83;17;57;29;3;15;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;2;Parteistimmen;;534;226;2;11;71;18;78;19;4;23;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;3;Parteistimmen;;696;386;0;29;124;39;132;39;2;21;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;4;Parteistimmen;;792;441;3;48;130;50;131;32;9;38;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;5;Parteistimmen;;568;280;3;17;81;17;95;30;3;34;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;6;Parteistimmen;;651;335;1;21;102;15;147;20;7;22;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;7;Parteistimmen;;586;312;1;28;100;23;97;29;5;29;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;8;Parteistimmen;;602;293;2;33;96;33;68;29;3;29;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;9;Parteistimmen;;558;256;2;15;89;35;65;30;3;17;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;10;Parteistimmen;;528;264;4;32;60;25;92;32;6;13;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;11;Parteistimmen;;567;298;1;28;70;42;90;42;0;25;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;12;Parteistimmen;;810;394;8;35;128;51;94;41;4;33;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;13;Parteistimmen;;756;435;3;44;118;44;141;47;9;29;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;14;Parteistimmen;;618;378;6;43;108;42;110;39;6;24;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;15;Parteistimmen;;754;438;5;37;127;52;112;52;8;45;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;16;Parteistimmen;;836;377;4;43;110;54;95;39;4;28;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;17;Parteistimmen;;794;376;5;48;131;60;71;33;4;24;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;18;Parteistimmen;;738;382;3;29;110;52;111;36;5;36;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;19;Parteistimmen;;736;379;6;33;117;25;104;44;8;42;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;20;Parteistimmen;;596;286;0;15;96;29;87;32;1;26;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;21;Parteistimmen;;617;289;0;22;111;34;75;28;2;17;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;22;Parteistimmen;;802;360;3;25;134;59;74;31;4;30;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;23;Parteistimmen;;903;401;3;46;102;40;113;58;7;32;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;24;Parteistimmen;;918;626;2;126;159;81;96;136;9;17;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;25;Parteistimmen;;711;274;4;26;72;47;65;30;4;26;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;26;Parteistimmen;;911;391;0;51;137;73;70;29;1;30;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;27;Parteistimmen;;865;266;4;26;97;94;22;9;2;12;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;28;Parteistimmen;;571;313;1;47;98;80;34;33;7;13;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;29;Parteistimmen;;890;376;4;34;116;115;60;19;6;22;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;30;Parteistimmen;;647;295;1;29;81;45;78;33;5;23;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;31;Parteistimmen;;653;346;5;35;135;37;77;34;3;20;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;32;Parteistimmen;;619;283;2;26;86;41;70;31;8;19;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;33;Parteistimmen;;511;246;4;38;84;41;39;27;4;9;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;34;Parteistimmen;;573;244;3;20;69;52;65;18;5;12;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;35;Parteistimmen;;755;361;2;42;103;55;83;39;6;31;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;36;Parteistimmen;;740;411;3;60;125;56;89;45;9;24;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;37;Parteistimmen;;862;485;5;52;171;67;99;58;6;27;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;38;Parteistimmen;;516;237;0;26;53;32;74;30;4;18;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;39;Parteistimmen;;858;467;5;60;148;62;112;48;6;26;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;40;Parteistimmen;;852;451;6;61;133;73;97;46;6;29;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;41;Parteistimmen;;769;420;5;45;116;78;84;52;8;32;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;42;Parteistimmen;;651;310;6;44;93;61;51;29;5;21;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;43;Parteistimmen;;593;259;1;28;98;56;34;14;7;21;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;44;Parteistimmen;;776;287;4;40;56;133;19;17;3;15;;
EU241;Europawahl 2024;13.06.2024, 11:03;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;45;Parteistimmen;;787;400;2;47;134;103;54;45;6;9;;
